City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
213,diffa,NE,78.24,clear sky,13.3154,12.6113,ProDAF/Diffa
214,ajaccio,FR,50.49,broken clouds,42.0,8.9167,Sole E Monte
216,dunedin,NZ,58.8,clear sky,-45.8742,170.5036,Scenic Hotel Southern Cross
218,atherton,GB,52.92,light rain,53.5237,-2.4935,The Mercury Motel
219,amapa,BR,79.12,scattered clouds,1.0,-52.0,
220,praya,CV,73.94,broken clouds,14.9215,-23.5087,LT Aparthotel
222,butaritari,KI,81.28,light rain,3.0707,172.7902,Isles Sunset Lodge
223,moree,AU,68.02,few clouds,-29.4667,149.85,Molika Springs Motel
224,san carlos del zulia,VE,88.48,overcast clouds,9.0,-71.9135,Hotel El Manantial
225,hamilton,US,65.03,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
226,bouna,CI,83.98,clear sky,9.2667,-3.0,Hôtel lababa
228,bengkulu,ID,74.82,heavy intensity rain,-3.8004,102.2655,Grage Hotel Bengkulu
229,vila velha,BR,78.94,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
230,cockburn town,TC,80.56,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
233,faanui,PF,80.82,light rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
