City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
527,rafraf,TN,55.71,broken clouds,37.1904,10.1837,Les Jardins de la Mer Ghar el Melh
528,rommerskirchen,DE,57.63,overcast clouds,51.0305,6.7011,Gästezimmer Schmidt
530,manta,EC,83.98,broken clouds,-0.95,-80.7333,Balandra Hotel
531,aguadilla,PR,84.54,broken clouds,18.4275,-67.1541,WSSM Surf House
532,kamina,CD,63.32,overcast clouds,-8.7386,24.9906,Guest House Florvia
536,moroto,UG,75.99,clear sky,2.5345,34.6666,"Kara-Tunga, Karamoja Safari Camp"
538,coihaique,CL,64.94,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
542,pisco,PE,78.31,overcast clouds,-13.7,-76.2167,Hotel San Isidro Oficial
548,uige,AO,65.77,moderate rain,-7.6087,15.0613,Hotel Catraio
549,moengo,SR,80.35,broken clouds,5.6167,-54.4,Masanga
551,biak,ID,76.33,overcast clouds,-0.9131,122.8766,Penginapan Kim
553,ecoporanga,BR,77.16,overcast clouds,-18.3733,-40.8306,Ecoporanga - Esp. Santo - Pousada Tranquila
554,port augusta,AU,66.7,overcast clouds,-32.5,137.7667,Majestic Oasis Apartments
555,turbat,PK,70.11,clear sky,26.0023,63.044,Mubashar Quarters
556,linguere,SN,79.38,broken clouds,15.3953,-15.1193,AYO Casablanca
557,baturaja,ID,72.88,light rain,-4.1333,104.1667,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
558,micheweni,TZ,79.59,clear sky,-4.9667,39.8333,
562,camocim,BR,82.38,overcast clouds,-2.9022,-40.8411,Ilha Praia Hotel
563,carballo,ES,58.08,overcast clouds,43.213,-8.691,Pazo do Souto
565,michigan city,US,51.67,overcast clouds,41.7075,-86.895,Microtel Inn & Suites by Wyndham Michigan City
566,boende,CD,73.06,overcast clouds,-0.2167,20.8667,
571,taoudenni,ML,69.06,overcast clouds,22.6783,-3.9836,
573,araguaina,BR,78.37,overcast clouds,-7.1911,-48.2072,Hotel São Vicente
576,te anau,NZ,53.49,scattered clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
577,kirakira,SB,80.83,overcast clouds,-10.4544,161.9205,SanBiz Lodge
578,maryville,US,66.99,broken clouds,35.7565,-83.9705,"Holiday Inn Express & Suites Alcoa (Knoxville Airport), an IHG Hotel"
579,maldonado,UY,85.23,clear sky,-34.6667,-54.9167,La Cimarrona
580,ewa beach,US,78.69,few clouds,21.3156,-158.0072,Base Lodging
582,ca mau,VN,76.68,clear sky,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
583,winchester,GB,57.65,broken clouds,51.0651,-1.3187,"Holiday Inn Winchester, an IHG Hotel"
585,itoman,JP,59.02,overcast clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
586,nouadhibou,MR,68.11,few clouds,20.931,-17.0347,El Medina
589,anisoc,GQ,72.27,light rain,1.8658,10.7689,
590,madimba,TZ,78.51,overcast clouds,-10.4,40.3333,
591,parnamirim,BR,82.26,overcast clouds,-5.9156,-35.2628,Pousada Joaci
592,colares,PT,59.32,scattered clouds,38.7992,-9.4469,Arribas Sintra Hotel
593,koroni,GR,53.08,overcast clouds,36.8,21.95,Apartments Xenios Zeus 1
594,anloga,GH,81.54,overcast clouds,5.7947,0.8973,Pin Drop Hotel
598,bowen,AU,76.57,broken clouds,-20.0167,148.2333,Castle Motor Lodge Motel
599,poso,ID,76.62,overcast clouds,-1.3959,120.7524,Hotel 77 Poso
600,jabinyanah,TN,54.82,overcast clouds,35.035,10.9081,maison belmabrouk
601,coahuayana,MX,89.08,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
602,mount darwin,ZW,67.28,overcast clouds,-16.7725,31.5838,
603,marsabit,KE,74.46,clear sky,2.3284,37.9899,Chicho Hotel
605,wilmington,US,66.0,broken clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
607,mitsamiouli,KM,82.0,broken clouds,-11.3847,43.2844,Foyer ADM
610,kudahuvadhoo,MV,81.9,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
611,hong gai,VN,64.31,overcast clouds,20.956,107.0946,Hạ Long DC Hotel
612,nampula,MZ,71.08,broken clouds,-15.1165,39.2666,Ruby Backpackers
615,manono,CD,67.71,overcast clouds,-7.3,27.4167,Hotel hewa bora
619,balabac,PH,79.97,broken clouds,7.9868,117.0645,Batalla’s Lodging House
621,trairi,BR,81.66,broken clouds,-3.2778,-39.2689,janelas do mar
622,ransang,PH,77.14,broken clouds,8.9603,117.5828,Black and Crystal Sand Campsite
623,oxford,GB,57.15,scattered clouds,51.7522,-1.256,Malmaison Oxford
625,carson city,US,50.31,overcast clouds,39.1638,-119.7674,Courtyard by Marriott Carson City
626,brigantine,US,52.03,clear sky,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
627,acapulco,MX,85.69,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
628,mporokoso,ZM,62.01,light rain,-9.3727,30.125,Government Guest House
629,nalut,LY,50.05,clear sky,30.3333,10.85,
632,ramhormoz,IR,60.03,clear sky,31.28,49.6035,کافی نت کاریزما
633,port lavaca,US,75.29,overcast clouds,28.615,-96.6261,Holiday Inn Express & Suites Port Lavaca
634,kaman,IN,57.29,clear sky,27.65,77.2667,Dr.kishan kaman
636,ciudad bolivar,VE,89.04,overcast clouds,8.1222,-63.5497,Hotel Edi
637,sohag,EG,58.14,few clouds,26.557,31.6948,Civil Registry - Sohag 1
641,hambantota,LK,74.77,overcast clouds,6.1241,81.1185,Bungalow 63
644,blythe,US,64.04,clear sky,33.6103,-114.5964,Rodeway Inn & Suites
646,rohnert park,US,70.99,clear sky,38.3396,-122.7011,DoubleTree by Hilton Hotel Sonoma Wine Country
647,puerto narino,CO,78.76,very heavy rain,-3.7703,-70.3831,Eware Refugio Amazonico
649,paita,PE,78.53,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
650,chipata,ZM,64.89,light rain,-13.6333,32.65,Protea Hotel by Marriott Chipata
651,pouembout,NC,77.94,clear sky,-21.1333,164.9,Camping de Tipenga
653,bafoulabe,ML,84.38,scattered clouds,13.8065,-10.8321,Logement du Chargé SIS Abdoul Karim Konaté
654,mbour,SN,79.65,broken clouds,14.422,-16.9638,Tama Lodge
656,porto velho,BR,79.97,overcast clouds,-8.7619,-63.9039,Ecos Hotel Conforto
659,matola,MZ,79.52,clear sky,-25.9622,32.4589,Guesthouse Yuba
660,kavaratti,IN,80.24,clear sky,10.5669,72.642,Hotels in Lakshadweep Islands
663,yarada,IN,73.87,clear sky,17.65,83.2667,Yarada Jungle Beach Resorts
664,banda aceh,ID,79.03,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
666,gueret,FR,50.63,overcast clouds,46.1667,1.8667,Hôtel Restaurant Campanile Guéret
667,progreso,MX,88.11,broken clouds,21.2833,-89.6667,Playa Linda Hotel
668,bathsheba,BB,79.52,clear sky,13.2167,-59.5167,Atlantis Hotel
671,mangrol,IN,70.16,clear sky,21.1167,70.1167,Hotel The Royal Honours
672,raga,SS,75.29,broken clouds,8.4596,25.678,
675,simbahan,PH,81.37,scattered clouds,6.3032,120.5836,
676,manjacaze,MZ,73.13,clear sky,-24.7117,33.8828,Hotel Gani
678,chiang khong,TH,62.8,broken clouds,20.2613,100.4046,Chiangkhong Green Inn Resident
683,port macquarie,AU,62.89,few clouds,-31.4333,152.9167,Rydges Port Macquarie
